name,desc
Rodwen,Name in Sindarin: "High Virgin Noble" ⇐ raud¹ + gwend (soft-mutation)
Rohald,Name in Sindarin: pn.
Rohan,"Name in Sindarin: "Riddermark, (lit.) Horse-country" ⇐ roch + -ian(d)"
Roheryn,Name in Sindarin: "Horse of the Lady" ⇐ roch + heryn
Rohirrim,Name in Sindarin: "Horse-lords" ⇐ roch + hîr + -rim
Rúmil,Name in Sindarin: m.
Rúnavar,Name in Sindarin: pn.
Rúnedhel,Name in Sindarin: pn.
Rúneglon,Name in Sindarin: ⇐ rhûn + Eglon
Sador,Name in Sindarin: ⇐ sador
Saelind,Name in Sindarin: "Wise-heart"
Saelon,Name in Sindarin: ⇐ #sael + -on¹
Sammath,Name in Sindarin: loc. "Chambers of Fire" ⇐ #sam (class-plural) + naur
Sarch,Name in Sindarin: Chîn Húrin pn. "Grave of the Children of Húrin" ⇐ sarch + na(n) (plural) + hên (nasal-mutation plural) + Húrin
Sarn,Name in Sindarin: loc. "Ford of Stones" ⇐ sarn + athrad
Sarn,Name in Sindarin: loc. "Stone-spikes" ⇐ sarn + ceber (soft-mutation plural)
Sennas,Name in Sindarin: loc. "Old Guesthouse"
Serech,Name in Sindarin: m.
Serni,Name in Sindarin: "Pebble Bank" ⇐ serni
Sigil,Name in Sindarin: pn. "Necklace of the Woe of Thingol"
Silivros,Name in Sindarin: "Sparkling Rain" ⇐ N. †silif + ross¹
Sîr,Name in Sindarin: loc. "*River of Iron" ⇐ sîr + angren
Sirannon,Name in Sindarin: "Gate-stream" ⇐ sîr + annon
Sirion,Name in Sindarin: "Great River" ⇐ sîr + iaun
Sirith,Name in Sindarin: "Flowing"
Sîr,Name in Sindarin: loc. ⇐ sîr + luin
Sîr,Name in Sindarin: loc. "Gladden River" ⇐ sîr + ninglor
Taeglin,Name in Sindarin: "*Boundary Singer" ⇐ #taeg + lind¹
Talath,Name in Sindarin: loc. "Guarded Plain" ⇐ talath + #tirnen (soft-mutation)
Talath,Name in Sindarin: loc. "East Vale" ⇐ talath + rhúnen
Taras,Name in Sindarin: loc.
Taras-ness,Name in Sindarin: "headland below Taras"
Targon,Name in Sindarin: ⇐ taer + -gon
Tarlang,Name in Sindarin: "Stiff Neck; Stiff/Tough Passage" ⇐ tarlang
Tarmund,Name in Sindarin: "Noble Bull" ⇐ Q. tar-¹ + mund
Taur,Name in Sindarin: loc. "Forest of the Great Fear"
Taur-en-Faroth,Name in Sindarin: "*Forest of the Hunting" ⇐ taur + en¹ + faroth
Taur-im-Duinath,Name in Sindarin: "Forest between the Rivers" ⇐ taur + im² + duin (soft-mutation class-plural)
Taur-i-Melegyrn,Name in Sindarin: "Forest of the Great Trees"
Taur-na-Chardhîn,Name in Sindarin: "Forest of Southern Silence"
Taur-na-Foen,Name in Sindarin: "Forest of the Foen"
Taur-na-Neldor,Name in Sindarin: "Beech-forest" ⇐ taur + na(n) + neldor
Taur-nu-Fuin,Name in Sindarin: "Forest under Night(shade)" ⇐ taur + nu + fuin
Tauron,"Name in Sindarin: "Lord of Forests, (lit.) Forester" ⇐ tauron"
Tawar-in-Drúedain,Name in Sindarin: "Drúadan Forest" ⇐ tawar + i¹ (plural) + Drúadan (plural)
Tawarwaith,Name in Sindarin: "Forest People" ⇐ tawar + gwaith (soft-mutation)
Tegilbor,Name in Sindarin: "*Pen-fist" ⇐ tegil + paur (soft-mutation)
Teiglin,Name in Sindarin: see S. Taeglin
Telchandir,Name in Sindarin: "Telcontar"
Telchar,Name in Sindarin: m.
Teler,Name in Sindarin: "Teleri"
Tengyl,Name in Sindarin: "Signifer"
Terchil,Name in Sindarin: "High-men"
Thalion,"Name in Sindarin: "Steadfast, Strong" ⇐ thalion"
Thalos,Name in Sindarin: "Torrent" ⇐ ᴺS. ?thalos
Thangorodrim,Name in Sindarin: "Mountains of Tyranny" ⇐ thang + orod + -rim
Tharbad,"Name in Sindarin: "Crossway, Crossing" ⇐ thar + pâd"
Thargelion,Name in Sindarin: "Land beyond Gelion" ⇐ thar + Gelion
Thenfalas,Name in Sindarin: "Short Beach" ⇐ thent + falas
Thindrim,Name in Sindarin: "Sindar" ⇐ thind + -rim
Thingódhel,Name in Sindarin: "*Grey Noldo" ⇐ thind + Gódhel
Thingol,"Name in Sindarin: "Greycloak, Greymantle" ⇐ thind + #coll¹ (soft-mutation)"
Thinnedhel,Name in Sindarin: "Grey-elf" ⇐ thind + Edhel
Thinrod,Name in Sindarin: "noble member of the Thindrim" ⇐ thind + arod
Thonador,Name in Sindarin: ⇐ thôn (old-genitive) + dôr
Thorondir,Name in Sindarin: "*Eagle-man" ⇐ thoron + dîr¹
Thorondor,Name in Sindarin: "King of Eagles" ⇐ thoron + -dor
Thorongil,Name in Sindarin: "Eagle of the Star" ⇐ thoron + gil
Thoronhîn,Name in Sindarin: "Eorlingas"
Thranduil,Name in Sindarin: "Vigorous Spring" ⇐ tharan + #tuil
Thû,Name in Sindarin: "Sauron; Manwë?" ⇐ N. thû
Thurin,Name in Sindarin: "Secret" ⇐ thurin
Thuringud,Name in Sindarin: "Hidden Foe"
Thuringwethil,Name in Sindarin: "Woman of Secret Shadow" ⇐ thurin + gwath (plural) + -il
Tinúviel,"Name in Sindarin: "Nightingale, (lit.) Daughter of Twilight" ⇐ #tinnu + -iel¹"
Tirith,Name in Sindarin: loc. "Sea-ward Tower" ⇐ tirith + gaear (soft-mutation)
Tol,"Name in Sindarin: loc. "Tindrock, (lit.) Isle of the Great Steeples" ⇐ tol(l) + brand² + ?"
Tol,Name in Sindarin: loc. "*Island of the Shore" ⇐ tol(l) + falas
Tol,Name in Sindarin: loc. "Green Isle" ⇐ tol(l) + calen (soft-mutation)
Tol-in-Gaurhoth,Name in Sindarin: "Isle of Werewolves" ⇐ tol(l) + i¹ (plural) + gaur + hoth
Tol,Name in Sindarin: loc. "*Island of Morwen" ⇐ tol(l) + Morwen
Tol,Name in Sindarin: loc. "*Island of Sirion" ⇐ tol(l) + Sirion
Torech,"Name in Sindarin: loc. "Shelob's Lair, (lit.) Tunnel of the Spider" ⇐ torech + ungol"
Torhir,Name in Sindarin: m. ⇐ N. taur² + hîr + *iphant
Trann,Name in Sindarin: "Shire"
Tum,Name in Sindarin: loc. "Stonewain Valley" ⇐ tum + gond + rant
Tumhalad,Name in Sindarin: loc.
Tumladen,"Name in Sindarin: "Wide Valley, flat valley with steep sides" ⇐ tum + #laden"
Tum,Name in Sindarin: loc. "Vale of the High Mountain Circle"
Turamarth,Name in Sindarin: "Master of Doom" ⇐ #tûr + amarth
Turcomund,Name in Sindarin: "Chief of Bulls" ⇐ Q. #turco¹ + mund
Turgon,"Name in Sindarin: "Ruling Lord, Victory Prince, (lit.) Master Shout" ⇐ #tûr + -gon"
Túrin,Name in Sindarin: ⇐ #tûr + ind
Tyrn,Name in Sindarin: loc. "Barrow-downs" ⇐ torn¹ (plural) + gorthad
Udalraph,Name in Sindarin: "Stirrupless" ⇐ ú- + #talraph (soft-mutation)
Udûn,Name in Sindarin: "Dark Pit"
Uilos,Name in Sindarin: "Ever-snow" ⇐ ui + loss
Uldor,Name in Sindarin: ⇐ N. ul- + -dor
Ulfang,Name in Sindarin: ⇐ N. ul- + fang
Ulfast,Name in Sindarin: ⇐ N. ul- + N. fast
Ulwarth,Name in Sindarin: ⇐ N. ul- + N. gwarth (soft-mutation)
Úmarth,Name in Sindarin: "Ill-fate" ⇐ ú- + amarth
Ungoliant,Name in Sindarin: ⇐ ungol + ?
Urthel,Name in Sindarin: m.
Urwen,Name in Sindarin: ⇐ *ûr + gwend (soft-mutation)
Yssi,Name in Sindarin: "Ossë"
Yssion,Name in Sindarin: "Ossë"
Arum,Name in North Sindarin: "Oromë"
Celegorm,Name in North Sindarin: "Hasty-riser" ⇐ S. celeg + Q. #ormo
Curufim,Name in North Sindarin: m.
Dor-lómin,Name in North Sindarin: "*Echoing-land" ⇐ S. dôr + lómin
Ered,Name in North Sindarin: loc. "Echoing Mountains" ⇐ S. orod (plural) + lómin
Fim,Name in North Sindarin: m.
Hithlum,Name in North Sindarin: "Land of Mist"
Hôdh,Name in North Sindarin: loc. "*Mound of the Slain"
Novrod,Name in North Sindarin: "Hollowbold" ⇐ nôf + S. groth
Amdír,Name in Nandorin: m.
Caras,Name in Nandorin: loc.
Dân,Name in Nandorin: m.
Denethor,Name in Nandorin: "lithe-and-lank"
Denweg,Name in Nandorin: m.
Galadrim,Name in Nandorin: "Tree-people"
Galion,Name in Nandorin: m.
Legolas,Name in Nandorin: "Greenleaf" ⇐ lego + las
Lindē,Name in Nandorin: "Lindar"
Lindi,Name in Nandorin: "Nandor"
Lindon,Name in Nandorin: see S. Lindon
Lindórinand,Name in Nandorin: "Vale of the Land of Singers"
Loeg,"Name in Nandorin: loc. "Gladden Fields, (lit.) Pools of the Golden Water-flowers" ⇐ loeg + S. ninglor (genitive plural)"
Lórinand,Name in Nandorin: "Valley of Gold(en Light)"
Norlindon,Name in Nandorin: "Land of the Lindar"
Saeros,Name in Nandorin: m.
Aerin,Name in Edain: f.
Agathor,Name in Edain: m.
Albarth,Name in Edain: m.
Amlach,Name in Edain: m.
Angbor,Name in Edain: "Doom Rock" ⇐ bor
Angrim,Name in Edain: m.
Arachon,Name in Edain: m.
Balan,Name in Edain: m.
Barach,Name in Edain: m.
Baran,Name in Edain: m.
Beldir,Name in Edain: m.
Beldis,Name in Edain: f.
Belegor,Name in Edain: m.
Belemir,Name in Edain: m.
Belen,Name in Edain: m.
Beleth,Name in Edain: f.
Bëor,"Name in Edain: "Vassal, Servant" ⇐ bëor"
Bereg,Name in Edain: m.
Beril,Name in Edain: f.
Boromir,Name in Edain: m.
Boron,Name in Edain: m.
Bregil,Name in Edain: f.
Bregor,Name in Edain: m.
Daruin,Name in Edain: m.
Dorlas,Name in Edain: m.
Ebor,Name in Edain: m.
Eilinel,Name in Edain: f.
Elroth,Name in Edain: "Star-foam"
Enthor,Name in Edain: m.
Forhend,Name in Edain: m.
Galhir,Name in Edain: m.
Gethron,Name in Edain: m.
Gildis,Name in Edain: f.
Gilwen,Name in Edain: f.
Gorlim,Name in Edain: m.
Grithnir,Name in Edain: m.
Gwerin,Name in Edain: m.
Halabor,Name in Edain: loc.
Haladin,"Name in Edain: "People of Haleth, (lit.) Wardens""
Halbar,Name in Edain: ⇐ halbar
Haldad,Name in Edain: "Watchdog" ⇐ hal-
Haldan,Name in Edain: ⇐ hal-
Haldar,Name in Edain: ⇐ hal-
Haldir,Name in Edain: ⇐ hal-
Haleth,Name in Edain: ⇐ hal-
Halmir,Name in Edain: ⇐ hal-
Harathor,Name in Edain: m.
Hardan,Name in Edain: m.
Hardang,Name in Edain: m.
Hareth,Name in Edain: ⇐ #hareth
Hiril,Name in Edain: f.
Hundad,Name in Edain: m.
Hundar,Name in Edain: m.
Hunleth,Name in Edain: f.
Hunthor,Name in Edain: m.
Huor,Name in Edain: m.
Imlach,Name in Edain: m.
Malach,Name in Edain: m.
Manthor,Name in Edain: m.
Marach,Name in Edain: m.
Meleth,Name in Edain: f.
Nothlir,Name in Edain: pn. "Folk of Haleth"
Nothlir,Name in Edain: pn. "Folk of Marach"
Obel,Name in Edain: loc. "Town of the Chieftain"
Sagroth,Name in Edain: m.
Talbor,Name in Edain: "Standing Stone"
Torbath,Name in Edain: m.
Tuor,Name in Edain: m.
Tûr,Name in Edain: loc. "Ladybarrow"
Zimrahin,Name in Edain: "*Jewel-child" ⇐ Ad. *zimra + Ad. *-hin
Abarzâyan,Name in Adûnaic: ⇐ abâr + zâyan
Abattârik,Name in Adûnaic: "?World Pillar" ⇐ *aban + târik
Abrazân,"Name in Adûnaic: "*Steadfast, Faithful" ⇐ *-ân²"
Adrahil,Name in Adûnaic: m.
Adûnakhôr,Name in Adûnaic: "Lord of the West" ⇐ adûn + *khôr
Agân,Name in Adûnaic: "Death"
Agathurush,Name in Adûnaic: "Greyflood"
Aglahad,Name in Adûnaic: pn.
Aglarrâma,Name in Adûnaic: "Castle of the Sea" ⇐ ?aglar + ?
Akallabêth,Name in Adûnaic: "Downfallen" ⇐ kalab- (past) + -êth
Amân,Name in Adûnaic: "Manwë"
Amatthânê,Name in Adûnaic: "Land of Gift"
Amatthâni,"Name in Adûnaic: "Blessed Realm, (lit.) Land of Manwë" ⇐ Amân + thâni"
Anadûnê,Name in Adûnaic: "Westernesse" ⇐ anadûni
Angelimir,Name in Adûnaic: m.
Aphanuzîr,Name in Adûnaic: "?Bliss-friend"
Arbazân,Name in Adûnaic: m.
Arminalêth,Name in Adûnaic: "*Royal Heaven (City)" ⇐ Ar- + minal + -êth
Arûn,Name in Adûnaic: "Lord" ⇐ ârû
Athânâtê,Name in Adûnaic: "Land of Gift"
Avallôni,Name in Adûnaic: "Haven of the Gods" ⇐ Avalô
Avradî,Name in Adûnaic: "*Varda"
Azrubêl,"Name in Adûnaic: "Sea-lover, Friend of the Sea""
Balkumagân,"Name in Adûnaic: "Shipwright, *Shipbuilder" ⇐ #balak (objective) + *magân"
Belzagar,Name in Adûnaic: ⇐ ? + *zagar
Êru,Name in Adûnaic: "God (the Omnipotent)"
Êru-bênî,Name in Adûnaic: "Servants of God" ⇐ Êru + *bên (plural)
#Êruhin,Name in Adûnaic: "Child of God" ⇐ Êru + *-hin
Gimilkhâd,Name in Adûnaic: ⇐ gimil + ?
Gimilnitîr,Name in Adûnaic: "Star-kindler" ⇐ gimil + *nitir- (agental-formation)
Gimilzagar,Name in Adûnaic: "?Sword of Stars" ⇐ gimil + *zagar
Gimilzôr,Name in Adûnaic: "Star-?foam" ⇐ gimil + *zôr
Gimlad,Name in Adûnaic: "Starwards" ⇐ gimil + -ada
Îbal,Name in Adûnaic: m.
Imrahil,Name in Adûnaic: m.
Imrazôr,Name in Adûnaic: ⇐ ? + *zôr
Indilzar,Name in Adûnaic: ⇐ ? + azar
Inziladûn,Name in Adûnaic: "Flower of the West" ⇐ inzil + adûn
Inzilbêth,Name in Adûnaic: "Flower-?word" ⇐ inzil + bêth?
Kherû,Name in Adûnaic: "Lord"
Manawē,Name in Adûnaic: "Manwë"
Menel-Tûbal,Name in Adûnaic: loc.
Minal-zidar,Name in Adûnaic: "Poise in Heaven" ⇐ minal + zidar
Minul-târik,Name in Adûnaic: "Pillar of Heaven" ⇐ minal (objective) + târik
Mulkhêr,Name in Adûnaic: "Lord of Darkness"
Nîlû,Name in Adûnaic: "(Man in the) Moon"
Nimruzîr,Name in Adûnaic: "*Elf-friend"
Pharazîr,Name in Adûnaic: "*Sea-lover"
Pharazôn,Name in Adûnaic: "Golden" ⇐ pharaz + -ôn
Rothinzil,Name in Adûnaic: "Foam-flower" ⇐ rôth + inzil
Sakalthôr,Name in Adûnaic: "?Shore-son" ⇐ *sakal + *-thôr
Ulbar,Name in Adûnaic: m.
Ûrî,Name in Adûnaic: "(Lady of the) Sun"
Yôzâyan,Name in Adûnaic: "Land of Gift" ⇐ *yô + zâyan
Zamîn,Name in Adûnaic: f.
Zen'nabâr,Name in Adûnaic: "Land of Gift" ⇐ *zen + an- (elided) + abâr
Zen'namân,"Name in Adûnaic: "Blessed Realm, Land of Amân" ⇐ *zen + an- (elided) + Amân"
Zigûr,Name in Adûnaic: "Sauron" ⇐ zigûr
Zimraphel,Name in Adûnaic: "*Jewel Daughter" ⇐ *zimra + *-phel
Zimrathôn,Name in Adûnaic: "?Many-jewels" ⇐ *zimra + ? + -ôn
Adûni,Name in Westron: "Westron"
Arambil,Name in Westron: m.
Ban,Name in Westron: "Sam"
Banazîr,"Name in Westron: "Samwise, (lit.) Half-wise""
Bannâtha,Name in Westron: m.
Barabatta,"Name in Westron: "Quick-talker, Babbler""
Bilba,Name in Westron: "Bilbo"
Bilcuzil,Name in Westron: m.
Bildad,Name in Westron: m.
Bolgra,Name in Westron: "Bolger"
Bophîn,Name in Westron: "Boffin"
Bralda-hîm,"Name in Westron: "Brandywine, (lit.) Heady Ale""
Brandagamba,Name in Westron: "Brandybuck"
Branda-nîn,Name in Westron: "Border-water"
Bunga,Name in Westron: "Bungo"
Galabas,Name in Westron: loc.
Galbasi,Name in Westron: "Gamgee"
Hamanullas,Name in Westron: "Lobelia"
Hlothram,Name in Westron: "Cotton"
Hlothran,Name in Westron: "a common village name"
Ingold,Name in Westron: m.
Kali,Name in Westron: "Merry"
Kalimac,Name in Westron: "Meriadoc"
Karningul,Name in Westron: "Rivendell"
Labingi,Name in Westron: "Baggins"
Labin-neg,Name in Westron: "Bag End"
Lôgrad,Name in Westron: "Horse-mark"
Lohtûr,"Name in Westron: "Horse-folk, Horse-land""
Mattalic,Name in Westron: m.
Maura,Name in Westron: "Frodo"
Nahald,"Name in Westron: "secret, Déagol""
Nahand,"Name in Westron: "Déogol, apt to hide, secretive""
Ogmandab,Name in Westron: "Gorhendad"
Phurunargian,"Name in Westron: "Dwarf-delving, Moria""
Ran,Name in Westron: "Ham"
Ranugad,"Name in Westron: "stay-at-home, Hamfast""
Raspûta,Name in Westron: "Hornblower"
Razanur,Name in Westron: "Peregrin"
Rôg,Name in Westron: "Wose"
Sôval,Name in Westron: pn. "Common Speech"
Sûza,Name in Westron: "Shire"
Thorunahim,Name in Westron: "Eorlingas"
Tôbi,Name in Westron: m.
Tôbias,Name in Westron: m.
Tomacca,Name in Westron: m.
Tomburân,Name in Westron: m.
Trâgu,Name in Westron: "Smaug"
Trahald,"Name in Westron: "burrowing, worming in, Sméagol""
Trahand,"Name in Westron: "Sméogol, apt to creep into a hole""
Tûk,Name in Westron: "Took"
Zaragamba,Name in Westron: "Oldbuck"
Zâra-tôbi,Name in Westron: "Old Toby"
Zilbirâpha,Name in Westron: "Butterbur"
Aldburg,Name in Rohirric: "*Old-fortress"
Aldor,Name in Rohirric: m.
Arod,Name in Rohirric: "Swift"
Baldor,Name in Rohirric: m.
Béma,Name in Rohirric: m.
Brego,Name in Rohirric: m.
Brytta,Name in Rohirric: m.
Ceorl,Name in Rohirric: m.
Déor,Name in Rohirric: m.
Déorwine,Name in Rohirric: m.
Derndingle,Name in Rohirric: loc.
Dernhelm,Name in Rohirric: m.
Dimholt,Name in Rohirric: loc.
Dúnharg,Name in Rohirric: "Dunharrow"
Dúnhere,Name in Rohirric: m.
Dwimorberg,Name in Rohirric: "Haunted Mountain"
Dwimordene,"Name in Rohirric: "Lórien, (lit.) Phantom-vale""
Ealdor,Name in Rohirric: m.
Eastemnet,Name in Rohirric: loc.
Edoras,Name in Rohirric: "the courts"
Elfhelm,Name in Rohirric: m.
Elfhild,Name in Rohirric: f.
Elfwine,Name in Rohirric: f.
Eofor,Name in Rohirric: m.
Eofored,Name in Rohirric: m.
Éomer,Name in Rohirric: m.
Éomund,Name in Rohirric: m.
Eorl,Name in Rohirric: m.
Éothain,Name in Rohirric: m.
Éothéod,"Name in Rohirric: "Horse-people, Rohirrim""
Éowyn,Name in Rohirric: f.
Erkenbrand,Name in Rohirric: m.
Fastred,Name in Rohirric: m.
Felaróf,Name in Rohirric: "Mansbane"
Fengel,Name in Rohirric: m.
Firien,Name in Rohirric: loc.
Folca,Name in Rohirric: m.
Folcred,Name in Rohirric: m.
Folcwine,Name in Rohirric: m.
Folde,Name in Rohirric: loc.
Forthwini,Name in Rohirric: m.
Fram,Name in Rohirric: m.
Frána,Name in Rohirric: m.
Fréa,Name in Rohirric: m.
Fréaláf,Name in Rohirric: m.
Fréawine,Name in Rohirric: m.
Freca,Name in Rohirric: m.
Frumgar,Name in Rohirric: m.
Galdor,Name in Rohirric: m.
Gálmód,Name in Rohirric: m.
Gamling,Name in Rohirric: m.
Glæ̂mscrafu,Name in Rohirric: "Caves of Radiance"
Gléowine,Name in Rohirric: m.
Gram,Name in Rohirric: m.
Greylin,Name in Rohirric: loc.
Gríma,Name in Rohirric: m.
Grimbold,Name in Rohirric: m.
Grimslade,Name in Rohirric: m.
Guthláf,Name in Rohirric: m.
Gúthwine,Name in Rohirric: "Battle-friend"
Haleth,Name in Rohirric: m.
Halifirien,Name in Rohirric: "Holy Mountain"
Háma,Name in Rohirric: m.
Hasufel,Name in Rohirric: "Greycoat"
Helm,Name in Rohirric: m.
Helmingas,Name in Rohirric: loc.
Herefara,Name in Rohirric: m.
Herubrand,Name in Rohirric: m.
Herugrim,Name in Rohirric: pn.
Hild,Name in Rohirric: m.
Hildeson,Name in Rohirric: m.
Holdwine,Name in Rohirric: pn.
Horn,Name in Rohirric: m.
Hornburg,Name in Rohirric: "*Horn-fortress"
Idis,Name in Rohirric: f.
Írensaga,Name in Rohirric: loc.
Isen,Name in Rohirric: loc.
Isengard,"Name in Rohirric: "Iron-court, Iron-enclosure""
Isenmouthe,Name in Rohirric: "Iron-mouth"
Láthspell,Name in Rohirric: "Ill-news"
Léod,Name in Rohirric: m.
Léofa,Name in Rohirric: m.
Marhari,Name in Rohirric: m.
Marhath,Name in Rohirric: m.
Marhwini,Name in Rohirric: m.
Mearas,Name in Rohirric: pn.
Meduseld,Name in Rohirric: "Golden Hall"
Mundburg,Name in Rohirric: "Guardian Fortress"
Orald,Name in Rohirric: m.
Púkel,Name in Rohirric: "Wose"
Riddena-mearc,Name in Rohirric: "Riddermark"
Stānwægna,Name in Rohirric: loc. "Stonewain Valley"
Stybba,Name in Rohirric: m.
Súthburg,Name in Rohirric: "*South-fortress"
Thengel,Name in Rohirric: m.
Théoden,Name in Rohirric: m.
Théodred,Name in Rohirric: m.
Théodwyn,Name in Rohirric: f.
Thrihyrne,Name in Rohirric: loc.
Vidugavia,Name in Rohirric: "Wood-dweller"
Vidumavi,Name in Rohirric: "Wood-maiden"
Vinitharya,Name in Rohirric: "Eldakar"
Walda,Name in Rohirric: m.
Westemnet,Name in Rohirric: loc.
Wídfara,Name in Rohirric: m.
Windfola,Name in Rohirric: m.
Wold,Name in Rohirric: loc.
Wulf,Name in Rohirric: m.
Aghan,Name in Wose: m.
Drughu,Name in Wose: "Wose"
Ghân-buri-Ghân,Name in Wose: "Ghân son of Ghân" ⇐ buri
Agar,Name in Dunlending: pn.
Buldar,Name in Dunlending: pn.
Elmar,Name in Dunlending: m.
Go-hilleg,Name in Dunlending: "Númenóreans"
Gorbelgod,Name in Dunlending: loc.
Hazad,Name in Dunlending: pn.
Ishmalog,Name in Dunlending: pn.
Mogru,Name in Dunlending: pn.
Tal-elmar,Name in Dunlending: pn.
Udul,Name in Dunlending: loc.
Algund,Name in Easterling: m.
Andróg,Name in Easterling: m.
Andvír,Name in Easterling: m.
Asgon,Name in Easterling: m.
Ban,Name in Easterling: m.
Blodren,Name in Easterling: m.
Brodda,Name in Easterling: m.
Dírhavel,Name in Easterling: m.
Forweg,Name in Easterling: m.
Incánus,Name in Easterling: "North-spy"
Indor,Name in Easterling: m.
Khamûl,"Name in Easterling: "Shadow of the East, Black Easterling""
Khand,Name in Easterling: loc.
Lorgan,Name in Easterling: m.
Variag,Name in Easterling: pn.
Azaghâl,Name in Khuzdul: m.
Azanulbizar,"Name in Khuzdul: "Dimrill Dale, (lit.) Rills of the Shadows" ⇐ uzn (plural) + -ul + bizar"
Barazinbar,Name in Khuzdul: "Redhorn" ⇐ baraz + inbar
Bundushathûr,Name in Khuzdul: "Cloudy-head" ⇐ bund + -u + shathûr
Buzundush,Name in Khuzdul: "Blackroot"
Felakgundu,Name in Khuzdul: "Cave-hewer" ⇐ felak + gundu
Gabilân,Name in Khuzdul: "Great River" ⇐ *gabil + ?-n
Gabilgathol,Name in Khuzdul: "Great Fortress" ⇐ *gabil + *gathol
Gamil,Name in Khuzdul: m. ⇐ ? + zirak
Gundabad,Name in Khuzdul: ⇐ gundu + ?
Ibun,Name in Khuzdul: m.
Khazad-dûm,"Name in Khuzdul: "Dwarrowdelf, (lit.) Delving of the Dwarves" ⇐ Khuzd (plural) + dûm"
Kheled-zâram,Name in Khuzdul: "Mirrormere" ⇐ kheled + zâram
Khîm,Name in Khuzdul: m.
Kibil-nâla,"Name in Khuzdul: "Silverlode, Silver-course" ⇐ kibil + nâla"
Mahal,Name in Khuzdul: "Aulë"
Mîm,Name in Khuzdul: m.
Narag-zâram,Name in Khuzdul: "*Black Lake" ⇐ narâg + zâram
Nargûn,Name in Khuzdul: "Mordor" ⇐ narâg + ?-n
Nar(u)kuthûn,Name in Khuzdul: loc.
Nulukkhizdîn,Name in Khuzdul: loc.
Sharbhund,Name in Khuzdul: "?Bald Hill"
Sigin-tarâg,Name in Khuzdul: "Longbeards" ⇐ *sigin + *turg (plural)
Tharkûn,Name in Khuzdul: "Staff-man" ⇐ *thark + ?-n
Tumunzahar,Name in Khuzdul: "Hollowbold"
Udushinbar,Name in Khuzdul: "Horn of Cloud" ⇐ ? + inbar
Uruktharbun,Name in Khuzdul: loc.
Zigil-nâd,Name in Khuzdul: "Silverlode" ⇐ zigil + ?
Zirakinbar,Name in Khuzdul: "Silverhorn" ⇐ zirak + inbar
Zirakzigil,"Name in Khuzdul: "Silvertine, Silver-spike" ⇐ zirak + zigil"
Azog,Name in Black Speech: m.
Bolg,Name in Black Speech: m.
Dushgoi,Name in Black Speech: "Minas Morgul"
Gazmog,Name in Black Speech: m.
Golfimbul,Name in Black Speech: m.
Gorbag,Name in Black Speech: m.
Gorgol,Name in Black Speech: "Butcher"
Grishnákh,Name in Black Speech: m.
Lagduf,Name in Black Speech: m.
Lugbúrz,Name in Black Speech: "Dark Tower" ⇐ lûg + búrz
Lugdush,Name in Black Speech: m.
Mauhúr,Name in Black Speech: m.
Muzgash,Name in Black Speech: m.
Naglur-Danlo,Name in Black Speech: m.
Nûzu,Name in Black Speech: m.
Radbug,Name in Black Speech: m.
Shagram,Name in Black Speech: m.
Shagrat,Name in Black Speech: m.
Snaga,Name in Black Speech: "slave"
Ufthak,Name in Black Speech: m.
Uglúk,Name in Black Speech: m.
Yagûl,Name in Black Speech: m.
Zaglûn,Name in Black Speech: m.
Aʒūlēz,Name in Valarin: "Aulë"
Arǭmēz,Name in Valarin: "Oromë"
Aþāraigas,"Name in Valarin: "Sun, ‘appointed heat'""
Aþāraphelūn,"Name in Valarin: "Arda, ‘appointed dwelling'""
